"paper_method","project","dataset","seed","epochs","runtime_mins","run_id","raw_method","ppo_used"
"StablePrompt-RAE","mmlu","PROFESSIONAL_LAW","42.0","30.0","23.18","v0c8znj8","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PROFESSIONAL_MEDICINE","42.0","30.0","5.23","2d9zscrw","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PROFESSIONAL_PSYCHOLOGY","42.0","30.0","7.32","k9d011vo","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PUBLIC_RELATIONS","42.0","30.0","2.72","cg3b4ul3","AlgPrompt","False"
"StablePrompt-RAE","mmlu","SECURITY_STUDIES","42.0","30.0","4.52","2ixp22ug","AlgPrompt","False"
"StablePrompt-RAE","mmlu","SOCIOLOGY","42.0","30.0","3.5","2chma4me","AlgPrompt","False"
"StablePrompt-RAE","mmlu","US_FOREIGN_POLICY","42.0","30.0","2.62","uk85plv6","AlgPrompt","False"
"StablePrompt-RAE","mmlu","VIROLOGY","42.0","30.0","3.33","19e02f08","AlgPrompt","False"
"StablePrompt-RAE","mmlu","WORLD_RELIGIONS","42.0","30.0","3.03","bmfxjam4","AlgPrompt","False"
"StablePrompt-PPO","algprompt_classification_snli","SNLI","","100.0","73.53","bc6prqrz","Unknown","True"
"StablePrompt-PPO","algprompt_classification_snli","SNLI","","100.0","49.3","5q6bv3gp","Unknown","True"
"StablePrompt-RAE","algprompt_classification_qnli","QNLI","","100.0","39.03","2n7zbc6q","AlgPrompt","False"
"StablePrompt-PPO","algprompt_classification_qnli","QNLI","","100.0","29.4","z42fn4jy","Unknown","True"
"StablePrompt-RAE","algprompt_classification_mnli","MNLI","","100.0","59.12","acxjarlv","AlgPrompt","False"
"StablePrompt-PPO","algprompt_classification_mnli","MNLI","","100.0","76.57","ewu7nuhq","Unknown","True"
"StablePrompt-PPO","algprompt_classification_mnli","MNLI","","100.0","51.95","3cdsli1h","Unknown","True"
"StablePrompt-PPO","algprompt_classification_rte","RTE","","100.0","22.08","021bviiv","Unknown","True"
"StablePrompt-RAE","algprompt_classification_mrpc","MRPC","","100.0","31.32","9m6c1ql8","AlgPrompt","False"
"StablePrompt-PPO","algprompt_classification_mrpc","MRPC","","100.0","37.47","ayrbxuao","Unknown","True"
"StablePrompt-PPO","algprompt_classification_mrpc","MRPC","","100.0","19.78","ggfk8buo","Unknown","True"
"StablePrompt-RAE","algprompt_classification_sst2","SST2","","100.0","27.7","p6qlvi5v","AlgPrompt","False"
"StablePrompt-PPO","algprompt_classification_sst2","SST2","","100.0","37.22","hxxqjxon","Unknown","True"
"StablePrompt-PPO","algprompt_classification_sst2","SST2","","100.0","20.98","gr6jxsk8","Unknown","True"
